,Clip,Res,Tracker,IOU_Thresh,Dist_Thresh,SOTP,SOTA,Recall,Precision,FPF,SODP,MT,PT,ML,Completeness,FM,FPS,fp_count,fp_thresh_count,tp_count,fn_count,tn_count,N_objects,N_frames,N_match
262,Bike07,1504,csrt,0.4,0.1,0.0029,1.0,1.0,0.973,0.0267,0.6589,1,0,0,0.97,0.0,19.95,2,0,72,0,0,72,75.0,72
263,Ski02,1280,mil,0.4,0.1,0.0069,1.0,1.0,1.0,0.0,0.4594,0,1,0,0.61,0.0,14.59,0,0,601,0,0,601,602.0,601
264,Ski02,1280,kcf,0.4,0.1,0.0046,1.0,1.0,1.0,0.0,0.4511,0,1,0,0.64,0.0,52.08,0,0,601,0,0,601,602.0,601
265,Ski02,1280,tld,0.4,0.1,0.0395,0.9168,0.9168,0.9168,0.0831,0.5674,1,0,0,0.89,0.08,12.54,0,50,551,0,0,601,602.0,601
266,Ski02,1280,medianflow,0.4,0.1,0.0075,1.0,1.0,1.0,0.0,0.5389,1,0,0,0.92,0.0,51.12,0,0,601,0,0,601,602.0,601
267,Ski02,1280,goturn,0.4,0.1,0.0023,1.0,1.0,1.0,0.0,0.7715,1,0,0,1.0,0.0,14.38,0,0,601,0,0,601,602.0,601
268,Ski02,1280,mosse,0.4,0.1,0.0061,1.0,1.0,1.0,0.0,0.3854,0,1,0,0.27,0.0,55.45,0,0,601,0,0,601,602.0,601
269,Ski02,1280,csrt,0.4,0.1,0.0034,1.0,1.0,1.0,0.0,0.6122,1,0,0,0.98,0.0,20.51,0,0,601,0,0,601,602.0,601
270,Ski03,1280,mil,0.4,0.1,0.2541,0.2633,0.2633,0.2633,0.7361,0.1349,0,0,1,0.12,0.74,16.7,0,820,293,0,0,1113,1114.0,1113
271,Ski03,1280,kcf,0.4,0.1,0.0845,0.6181,0.6181,0.8473,0.1113,0.1999,0,0,1,0.16,0.38,36.68,0,124,688,301,0,1113,1114.0,812
272,Ski03,1280,tld,0.4,0.1,0.2488,0.3261,0.3261,0.3261,0.6732,0.1859,0,1,0,0.3,0.67,12.43,0,750,363,0,0,1113,1114.0,1113
273,Ski03,1280,medianflow,0.4,0.1,0.2931,0.5355,0.5355,0.5355,0.4641,0.2374,0,1,0,0.31,0.46,54.64,0,517,596,0,0,1113,1114.0,1113
274,Ski03,1280,goturn,0.4,0.1,0.0072,1.0,1.0,1.0,0.0,0.5263,1,0,0,0.84,0.0,14.84,0,0,1113,0,0,1113,1114.0,1113
275,Ski03,1280,mosse,0.4,0.1,0.2396,0.6199,0.6199,0.6199,0.3797,0.1149,0,0,1,0.1,0.38,52.58,0,423,690,0,0,1113,1114.0,1113
276,Ski03,1280,csrt,0.4,0.1,0.0084,1.0,1.0,1.0,0.0,0.3289,0,1,0,0.27,0.0,21.65,0,0,1113,0,0,1113,1114.0,1113
277,Ski01,720,mil,0.4,0.1,0.1573,0.7426,0.7426,0.7426,0.2572,0.3582,0,1,0,0.55,0.26,13.65,0,348,1004,0,0,1352,1353.0,1352
278,Ski01,720,kcf,0.4,0.1,0.001,0.0007,0.0007,1.0,0.0,0.9602,1,0,0,1.0,1.0,39.44,0,0,1,1351,0,1352,1353.0,1
279,Ski01,720,tld,0.4,0.1,0.7759999999999999,0.0118,0.0118,0.0118,0.9874,0.0004,0,0,1,0.0,0.99,10.11,0,1336,16,0,0,1352,1353.0,1352
280,Ski01,720,medianflow,0.4,0.1,0.0679,0.0769,0.0769,0.7123,0.031,0.0882,0,0,1,0.01,0.92,36.13,0,42,104,1206,0,1352,1353.0,146
281,Ski01,720,goturn,0.4,0.1,0.8226,0.1805,0.1805,0.1805,0.8189,0.0875,0,0,1,0.13,0.82,12.25,0,1108,244,0,0,1352,1353.0,1352
282,Ski01,720,mosse,0.4,0.1,,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1.0,39.56,0,0,0,1352,0,1352,1353.0,0
283,Ski01,720,csrt,0.4,0.1,0.0042,1.0,1.0,1.0,0.0,0.5794,1,0,0,0.93,0.0,21.81,0,0,1352,0,0,1352,1353.0,1352
284,Bike04,720,mil,0.4,0.1,0.126,0.5319,0.5319,0.5319,0.4632,0.1182,0,1,0,0.2,0.47,16.71,0,44,50,0,0,94,95.0,94
285,Bike04,720,kcf,0.4,0.1,0.0017,0.0106,0.0106,1.0,0.0,0.8752,1,0,0,1.0,0.99,90.38,0,0,1,93,0,94,95.0,1
286,Bike04,720,tld,0.4,0.1,0.4136,0.0,0.0,0.0,0.9895,0.0,0,0,1,0.0,1.0,12.16,0,94,0,0,0,94,95.0,94
287,Bike04,720,medianflow,0.4,0.1,0.2638,0.2234,0.2234,0.2234,0.7684,0.0321,0,0,1,0.04,0.78,84.57,0,73,21,0,0,94,95.0,94
288,Bike04,720,goturn,0.4,0.1,0.0591,0.7553,0.7553,0.7553,0.2421,0.0906,0,0,1,0.03,0.24,14.03,0,23,71,0,0,94,95.0,94
289,Bike04,720,mosse,0.4,0.1,,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1.0,98.75,0,0,0,94,0,94,95.0,0
290,Bike04,720,csrt,0.4,0.1,0.0034,1.0,1.0,1.0,0.0,0.6451,1,0,0,1.0,0.0,20.46,0,0,94,0,0,94,95.0,94
291,Sup01,1280,mil,0.4,0.1,0.0108,1.0,1.0,0.9812,0.0188,0.5206,0,1,0,0.78,0.0,15.02,7,0,365,0,0,365,373.0,365
292,Sup01,1280,kcf,0.4,0.1,0.003,0.18899999999999997,0.18899999999999997,1.0,0.0,0.8073,1,0,0,1.0,0.81,70.21,0,0,69,296,7,365,373.0,69
293,Sup01,1280,tld,0.4,0.1,0.0243,0.8932,0.8932,0.9314,0.0643,0.3968,0,1,0,0.51,0.11,13.8,0,24,326,15,7,365,373.0,350
294,Sup01,1280,medianflow,0.4,0.1,0.0081,0.8932,0.8932,1.0,0.0,0.5129,0,1,0,0.58,0.11,61.55,0,0,326,39,7,365,373.0,326
295,Sup01,1280,goturn,0.4,0.1,0.0705,0.937,0.937,0.9194,0.0804,0.2966,0,1,0,0.29,0.06,13.82,7,23,342,0,0,365,373.0,365
296,Sup01,1280,mosse,0.4,0.1,0.0043,1.0,1.0,0.9865,0.0134,0.5121,0,1,0,0.67,0.0,74.95,5,0,365,0,2,365,373.0,365
297,Sup01,1280,csrt,0.4,0.1,0.0041,0.937,0.937,1.0,0.0,0.5111,1,0,0,0.82,0.06,26.14,0,0,342,23,7,365,373.0,342
298,Snowboard01,720,mil,0.4,0.1,0.0195,1.0,1.0,1.0,0.0,0.4343,0,1,0,0.58,0.0,17.48,0,0,112,0,0,112,113.0,112
299,Snowboard01,720,kcf,0.4,0.1,0.0005,0.0089,0.0089,1.0,0.0,0.9663,1,0,0,1.0,0.99,104.92,0,0,1,111,0,112,113.0,1
300,Snowboard01,720,tld,0.4,0.1,0.1324,0.7054,0.7054,0.7054,0.292,0.35100000000000003,0,1,0,0.53,0.29,22.81,0,33,79,0,0,112,113.0,112
301,Snowboard01,720,medianflow,0.4,0.1,0.5194,0.1786,0.1786,0.3571,0.3186,0.2751,0,1,0,0.36,0.82,92.25,0,36,20,56,0,112,113.0,56
302,Snowboard01,720,goturn,0.4,0.1,0.4343,0.2321,0.2321,0.2321,0.7611,0.1202,0,0,1,0.15,0.77,14.0,0,86,26,0,0,112,113.0,112
303,Snowboard01,720,mosse,0.4,0.1,0.0017,0.0089,0.0089,1.0,0.0,0.9304,1,0,0,1.0,0.99,112.76,0,0,1,111,0,112,113.0,1
304,Snowboard01,720,csrt,0.4,0.1,0.0124,1.0,1.0,1.0,0.0,0.5870000000000001,1,0,0,0.92,0.0,37.32,0,0,112,0,0,112,113.0,112
305,Sup01,1504,mil,0.4,0.1,0.0094,1.0,1.0,0.9812,0.0188,0.4801,0,1,0,0.78,0.0,14.8,7,0,365,0,0,365,373.0,365
306,Sup01,1504,kcf,0.4,0.1,0.0037,0.2274,0.2274,1.0,0.0,0.7902,1,0,0,1.0,0.77,72.81,0,0,83,282,7,365,373.0,83
307,Sup01,1504,tld,0.4,0.1,0.0094,0.8767,0.8767,1.0,0.0,0.5871,1,0,0,0.96,0.12,12.35,0,0,320,45,7,365,373.0,320
308,Sup01,1504,medianflow,0.4,0.1,0.0144,0.8932,0.8932,0.9731,0.0241,0.4336,0,1,0,0.5,0.11,62.77,0,9,326,30,7,365,373.0,335
309,Sup01,1504,goturn,0.4,0.1,0.0645,0.937,0.937,0.9194,0.0804,0.27699999999999997,0,1,0,0.28,0.06,12.63,7,23,342,0,0,365,373.0,365
310,Sup01,1504,csrt,0.4,0.1,0.0044,0.937,0.937,1.0,0.0,0.5207,0,1,0,0.78,0.06,22.68,0,0,342,23,7,365,373.0,342
311,Car01,1280,mil,0.4,0.1,0.0096,1.0,1.0,1.0,0.0,0.7224,1,0,0,1.0,0.0,16.26,0,0,156,0,0,156,157.0,156
312,Car01,1280,kcf,0.4,0.1,0.0043,1.0,1.0,1.0,0.0,0.7511,1,0,0,1.0,0.0,53.29,0,0,156,0,0,156,157.0,156
313,Car01,1280,tld,0.4,0.1,0.0289,1.0,1.0,1.0,0.0,0.5852,1,0,0,0.96,0.0,14.96,0,0,156,0,0,156,157.0,156
314,Car01,1280,medianflow,0.4,0.1,0.0081,1.0,1.0,1.0,0.0,0.8572,1,0,0,1.0,0.0,62.34,0,0,156,0,0,156,157.0,156
315,Car01,1280,mosse,0.4,0.1,0.008,1.0,1.0,1.0,0.0,0.7802,1,0,0,1.0,0.0,45.41,0,0,156,0,0,156,157.0,156
316,Car01,1280,csrt,0.4,0.1,0.0061,1.0,1.0,1.0,0.0,0.649,1,0,0,1.0,0.0,12.68,0,0,156,0,0,156,157.0,156
317,Ski03,720,mil,0.4,0.1,0.1467,0.6011,0.6011,0.6011,0.3986,0.1442,0,0,1,0.12,0.4,19.76,0,444,669,0,0,1113,1114.0,1113
318,Ski03,720,kcf,0.4,0.1,0.0874,0.6128,0.6128,0.8399,0.1167,0.1951,0,0,1,0.16,0.39,69.61,0,130,682,301,0,1113,1114.0,812
319,Ski03,720,tld,0.4,0.1,0.2036,0.3163,0.3163,0.3163,0.6831,0.1735,0,1,0,0.28,0.68,25.16,0,761,352,0,0,1113,1114.0,1113
320,Ski03,720,medianflow,0.4,0.1,0.4029,0.354,0.354,0.3569,0.6373,0.1698,0,0,1,0.18,0.65,90.75,0,710,394,9,0,1113,1114.0,1104
321,Ski03,720,goturn,0.4,0.1,0.006999999999999999,1.0,1.0,1.0,0.0,0.5334,1,0,0,0.86,0.0,16.15,0,0,1113,0,0,1113,1114.0,1113
322,Ski03,720,mosse,0.4,0.1,0.2251,0.6289,0.6289,0.6295,0.3698,0.1146,0,0,1,0.1,0.37,81.18,0,412,700,1,0,1113,1114.0,1112
323,Ski03,720,csrt,0.4,0.1,0.0109,1.0,1.0,1.0,0.0,0.2763,0,1,0,0.24,0.0,27.6,0,0,1113,0,0,1113,1114.0,1113
324,Ski04,1280,mil,0.4,0.1,0.0106,1.0,1.0,1.0,0.0,0.5306,0,1,0,0.74,0.0,15.22,0,0,253,0,0,253,254.0,253
