,Clip,Completeness,Dist_Thresh,FM,FPF,FPS,IOU_Thresh,ML,MT,N_frames,N_match,N_objects,PT,Precision,Recall,Res,SODP,SOTA,SOTP,Tracker,fn_count,fp_count,fp_thresh_count,tn_count,tp_count
355,Wake01,0.15,0.1,0.93,0.1389,84.25,0.4,1,0,756.0,158,755,0,0.3354,0.0702,720,0.1008,0.0702,0.3013,medianflow,597,0,105,0,53
356,Wake01,0.01,0.1,0.95,0.9537,16.79,0.4,1,0,756.0,755,755,0,0.045,0.045,720,0.0134,0.045,0.3364,goturn,0,0,721,0,34
357,Wake01,0.0,0.1,1.0,0.0,104.96,0.4,1,0,756.0,0,755,0,0.0,0.0,720,0.0,0.0,,mosse,755,0,0,0,0
358,Wake01,0.24,0.1,0.49,0.1243,41.91,0.4,0,0,756.0,478,755,1,0.8033,0.5086,720,0.24100000000000002,0.5086,0.0609,csrt,277,0,94,0,384
359,Bike05,0.57,0.1,0.03,0.0316,17.67,0.4,0,0,158.0,157,157,1,0.9682,0.9682,720,0.4476,0.9682,0.0194,mil,0,0,5,0,152
360,Bike05,1.0,0.1,0.94,0.0,95.47,0.4,0,1,158.0,10,157,0,1.0,0.0637,720,0.8555,0.0637,0.0053,kcf,147,0,0,0,10
361,Bike05,0.71,0.1,0.15,0.1519,30.17,0.4,0,0,158.0,157,157,1,0.8471,0.8471,720,0.4488,0.8471,0.0624,tld,0,0,24,0,133
362,Bike05,0.74,0.1,0.34,0.1772,84.01,0.4,0,0,158.0,131,157,1,0.7863,0.6561,720,0.5157,0.6561,0.0757,medianflow,26,0,28,0,103
363,Bike05,0.03,0.1,0.77,0.7658,7.29,0.4,1,0,158.0,157,157,0,0.2293,0.2293,720,0.0399,0.2293,0.9293,goturn,0,0,121,0,36
364,Bike05,0.0,0.1,1.0,0.0,98.25,0.4,1,0,158.0,0,157,0,0.0,0.0,720,0.0,0.0,,mosse,157,0,0,0,0
365,Bike05,0.91,0.1,0.0,0.0,29.17,0.4,0,1,158.0,157,157,0,1.0,1.0,720,0.6322,1.0,0.0061,csrt,0,0,0,0,157
366,Bike05,0.57,0.1,0.0,0.0,13.5,0.4,0,0,158.0,157,157,1,1.0,1.0,1504,0.4782,1.0,0.019,mil,0,0,0,0,157
367,Bike05,0.74,0.1,0.23,0.0,48.52,0.4,0,0,158.0,121,157,1,1.0,0.7707,1504,0.5451,0.7707,0.0068,kcf,36,0,0,0,121
368,Bike05,0.8,0.1,0.11,0.1139,10.6,0.4,0,0,158.0,157,157,1,0.8854,0.8854,1504,0.5459,0.8854,0.0654,tld,0,0,18,0,139
369,Bike05,0.56,0.1,0.41,0.3861,39.8,0.4,0,0,158.0,154,157,1,0.6039,0.5924,1504,0.3888,0.5924,0.1463,medianflow,3,0,61,0,93
370,Bike05,0.27,0.1,0.41,0.4114,8.21,0.4,0,0,158.0,157,157,1,0.586,0.586,1504,0.2247,0.586,0.5713,goturn,0,0,65,0,92
371,Bike05,0.55,0.1,0.0,0.0,54.09,0.4,0,0,158.0,157,157,1,1.0,1.0,1504,0.4815,1.0,0.0086,mosse,0,0,0,0,157
372,Bike05,1.0,0.1,0.0,0.0,19.85,0.4,0,1,158.0,157,157,0,1.0,1.0,1504,0.7469,1.0,0.0053,csrt,0,0,0,0,157
