frame,x1,y1,w,h
63.0,957.0,645.0,72.0,140.0
64.0,958.0,649.0,69.0,133.0
65.0,956.0,644.0,74.0,143.0
66.0,954.0,645.0,78.0,136.0
67.0,954.0,644.0,81.0,127.0
68.0,955.0,642.0,80.0,130.0
69.0,958.0,640.0,75.0,107.0
70.0,957.0,643.0,74.0,99.0
71.0,956.0,642.0,71.0,91.0
72.0,956.0,641.0,71.0,89.0
73.0,958.0,640.0,68.0,97.0
74.0,956.0,639.0,72.0,99.0
75.0,954.0,636.0,76.0,108.0
76.0,954.0,635.0,77.0,120.0
77.0,953.0,636.0,78.0,142.0
78.0,952.0,635.0,81.0,132.0
79.0,952.0,636.0,81.0,137.0
80.0,951.0,637.0,80.0,139.0
81.0,951.0,637.0,78.0,144.0
82.0,953.0,637.0,74.0,136.0
83.0,952.0,637.0,78.0,138.0
84.0,951.0,638.0,76.0,133.0
85.0,951.0,638.0,70.0,138.0
86.0,951.0,636.0,74.0,147.0
87.0,950.0,635.0,74.0,145.0
88.0,952.0,634.0,74.0,147.0
89.0,950.0,634.0,76.0,142.0
90.0,949.0,635.0,75.0,146.0
91.0,949.0,634.0,76.0,147.0
92.0,945.0,635.0,79.0,148.0
93.0,946.0,636.0,83.0,140.0
94.0,949.0,638.0,75.0,137.0
95.0,949.0,639.0,74.0,140.0
96.0,948.0,643.0,80.0,195.0
97.0,948.0,642.0,76.0,165.0
98.0,948.0,644.0,79.0,176.0
99.0,950.0,650.0,74.0,157.0
100.0,950.0,649.0,74.0,148.0
101.0,947.0,652.0,75.0,152.0
102.0,944.0,654.0,79.0,149.0
103.0,953.0,652.0,69.0,103.0
104.0,947.0,655.0,75.0,180.0
105.0,943.0,659.0,77.0,145.0
106.0,938.0,656.0,85.0,164.0
107.0,939.0,657.0,83.0,169.0
108.0,938.0,660.0,85.0,158.0
109.0,940.0,659.0,80.0,163.0
110.0,935.0,660.0,85.0,164.0
111.0,931.0,659.0,87.0,137.0
112.0,934.0,661.0,81.0,128.0
113.0,933.0,656.0,84.0,148.0
114.0,934.0,658.0,82.0,139.0
115.0,939.0,661.0,79.0,162.0
116.0,941.0,658.0,77.0,142.0
117.0,939.0,657.0,83.0,148.0
118.0,945.0,659.0,78.0,117.0
119.0,947.0,658.0,78.0,133.0
120.0,953.0,653.0,76.0,124.0
121.0,951.0,650.0,84.0,167.0
122.0,947.0,641.0,93.0,169.0
123.0,955.0,646.0,92.0,165.0
124.0,955.0,643.0,81.0,166.0
125.0,962.0,641.0,75.0,146.0
126.0,959.0,641.0,80.0,154.0
127.0,957.0,643.0,85.0,154.0
128.0,956.0,638.0,83.0,156.0
129.0,957.0,635.0,87.0,154.0
130.0,957.0,632.0,83.0,161.0
131.0,969.0,631.0,70.0,114.0
132.0,954.0,633.0,85.0,154.0
133.0,951.0,631.0,87.0,163.0
134.0,952.0,634.0,85.0,155.0
135.0,950.0,637.0,93.0,167.0
136.0,953.0,638.0,82.0,163.0
137.0,949.0,639.0,86.0,167.0
138.0,949.0,647.0,80.0,149.0
139.0,948.0,647.0,80.0,151.0
140.0,946.0,641.0,82.0,173.0
141.0,955.0,650.0,72.0,145.0
142.0,941.0,652.0,80.0,157.0
143.0,935.0,654.0,80.0,166.0
144.0,935.0,656.0,80.0,155.0
145.0,931.0,655.0,76.0,168.0
146.0,928.0,656.0,77.0,177.0
147.0,928.0,657.0,75.0,187.0
148.0,927.0,660.0,81.0,161.0
149.0,923.0,658.0,89.0,166.0
150.0,923.0,659.0,88.0,137.0
151.0,923.0,660.0,91.0,132.0
152.0,928.0,660.0,86.0,123.0
153.0,924.0,659.0,88.0,142.0
154.0,916.0,659.0,97.0,153.0
155.0,918.0,658.0,95.0,158.0
156.0,914.0,662.0,99.0,169.0
157.0,911.0,662.0,103.0,167.0
158.0,913.0,664.0,94.0,175.0
159.0,926.0,665.0,79.0,146.0
160.0,913.0,666.0,95.0,186.0
161.0,916.0,667.0,89.0,189.0
162.0,915.0,666.0,91.0,185.0
163.0,914.0,668.0,94.0,187.0
164.0,913.0,665.0,96.0,182.0
165.0,911.0,659.0,102.0,172.0
166.0,912.0,659.0,105.0,181.0
167.0,911.0,656.0,109.0,183.0
168.0,911.0,651.0,115.0,191.0
169.0,913.0,651.0,115.0,190.0
170.0,918.0,648.0,112.0,185.0
171.0,916.0,642.0,119.0,192.0
172.0,915.0,638.0,125.0,205.0
173.0,918.0,641.0,122.0,203.0
174.0,921.0,633.0,118.0,207.0
175.0,921.0,628.0,119.0,203.0
176.0,922.0,629.0,125.0,225.0
177.0,922.0,630.0,113.0,188.0
178.0,927.0,629.0,125.0,232.0
179.0,922.0,625.0,122.0,182.0
180.0,922.0,625.0,121.0,179.0
181.0,924.0,628.0,122.0,178.0
182.0,925.0,627.0,118.0,170.0
183.0,926.0,633.0,130.0,219.0
184.0,926.0,620.0,123.0,227.0
185.0,922.0,622.0,129.0,218.0
186.0,927.0,621.0,122.0,159.0
187.0,926.0,621.0,123.0,173.0
188.0,928.0,620.0,125.0,197.0
189.0,926.0,616.0,128.0,210.0
190.0,928.0,617.0,128.0,193.0
191.0,926.0,620.0,128.0,196.0
192.0,925.0,623.0,131.0,212.0
193.0,927.0,624.0,129.0,211.0
194.0,928.0,625.0,128.0,215.0
195.0,928.0,630.0,130.0,204.0
196.0,927.0,632.0,131.0,200.0
197.0,927.0,637.0,134.0,195.0
198.0,927.0,640.0,130.0,198.0
199.0,925.0,639.0,130.0,200.0
200.0,927.0,641.0,130.0,221.0
201.0,922.0,645.0,135.0,196.0
202.0,924.0,644.0,133.0,184.0
203.0,924.0,646.0,134.0,212.0
204.0,921.0,647.0,134.0,226.0
205.0,920.0,650.0,135.0,227.0
206.0,919.0,650.0,131.0,256.0
207.0,917.0,652.0,134.0,245.0
208.0,917.0,658.0,136.0,235.0
209.0,914.0,659.0,141.0,228.0
210.0,915.0,660.0,139.0,256.0
211.0,914.0,661.0,140.0,255.0
212.0,912.0,659.0,142.0,272.0
213.0,910.0,659.0,147.0,257.0
214.0,905.0,658.0,158.0,220.0
215.0,905.0,656.0,156.0,264.0
216.0,904.0,655.0,155.0,271.0
217.0,902.0,655.0,158.0,283.0
218.0,901.0,654.0,158.0,257.0
219.0,898.0,647.0,167.0,223.0
220.0,897.0,643.0,166.0,271.0
221.0,895.0,638.0,165.0,296.0
222.0,890.0,632.0,167.0,286.0
223.0,887.0,625.0,170.0,316.0
224.0,882.0,620.0,167.0,329.0
225.0,878.0,620.0,167.0,297.0
226.0,875.0,617.0,166.0,286.0
227.0,870.0,614.0,166.0,325.0
228.0,867.0,603.0,162.0,343.0
229.0,858.0,597.0,166.0,330.0
230.0,851.0,597.0,166.0,373.0
231.0,846.0,609.0,159.0,306.0
232.0,839.0,600.0,162.0,349.0
233.0,834.0,612.0,163.0,304.0
234.0,834.0,634.0,163.0,216.0
235.0,834.0,634.0,160.0,285.0
236.0,833.0,633.0,153.0,281.0
237.0,830.0,634.0,157.0,240.0
238.0,826.0,632.0,161.0,231.0
239.0,824.0,627.0,161.0,263.0
240.0,820.0,624.0,165.0,243.0
241.0,818.0,620.0,167.0,265.0
242.0,821.0,619.0,164.0,251.0
243.0,819.0,619.0,167.0,273.0
244.0,817.0,617.0,167.0,289.0
245.0,816.0,619.0,167.0,269.0
246.0,815.0,621.0,165.0,295.0
247.0,813.0,623.0,167.0,291.0
248.0,811.0,628.0,168.0,311.0
249.0,818.0,629.0,164.0,300.0
250.0,821.0,630.0,161.0,295.0
251.0,820.0,633.0,161.0,279.0
252.0,821.0,637.0,160.0,284.0
253.0,818.0,641.0,161.0,294.0
254.0,817.0,639.0,173.0,324.0
255.0,821.0,648.0,159.0,274.0
256.0,822.0,648.0,157.0,270.0
257.0,824.0,646.0,156.0,303.0
258.0,823.0,647.0,158.0,266.0
259.0,818.0,645.0,164.0,266.0
260.0,815.0,647.0,171.0,265.0
261.0,815.0,648.0,170.0,264.0
262.0,821.0,646.0,164.0,277.0
263.0,825.0,643.0,162.0,288.0
264.0,822.0,643.0,165.0,288.0
265.0,826.0,642.0,162.0,310.0
266.0,829.0,642.0,161.0,302.0
267.0,834.0,641.0,162.0,323.0
268.0,841.0,640.0,159.0,274.0
269.0,847.0,632.0,164.0,301.0
270.0,854.0,626.0,167.0,300.0
271.0,863.0,629.0,159.0,257.0
272.0,865.0,629.0,166.0,226.0
273.0,873.0,626.0,161.0,215.0
274.0,873.0,621.0,172.0,228.0
275.0,878.0,617.0,171.0,275.0
276.0,886.0,620.0,165.0,220.0
277.0,884.0,617.0,171.0,236.0
278.0,888.0,611.0,171.0,264.0
279.0,892.0,619.0,168.0,224.0
280.0,896.0,623.0,165.0,221.0
281.0,895.0,618.0,168.0,235.0
282.0,892.0,608.0,175.0,256.0
283.0,902.0,624.0,167.0,237.0
284.0,909.0,620.0,162.0,209.0
285.0,906.0,623.0,169.0,252.0
286.0,911.0,620.0,166.0,237.0
287.0,919.0,618.0,160.0,226.0
288.0,922.0,621.0,161.0,265.0
289.0,922.0,620.0,162.0,252.0
290.0,928.0,619.0,167.0,292.0
291.0,937.0,618.0,158.0,285.0
292.0,942.0,608.0,157.0,313.0
293.0,946.0,602.0,161.0,322.0
294.0,952.0,595.0,156.0,311.0
295.0,962.0,585.0,153.0,338.0
296.0,969.0,594.0,161.0,236.0
297.0,975.0,592.0,158.0,255.0
298.0,984.0,593.0,155.0,211.0
299.0,985.0,595.0,160.0,203.0
300.0,988.0,578.0,169.0,345.0
301.0,986.0,597.0,175.0,276.0
302.0,1001.0,589.0,166.0,208.0
303.0,1009.0,585.0,165.0,367.0
304.0,1004.0,596.0,168.0,279.0
305.0,1003.0,595.0,170.0,280.0
306.0,1008.0,595.0,167.0,290.0
307.0,1012.0,595.0,169.0,288.0
308.0,1017.0,596.0,163.0,257.0
309.0,1013.0,594.0,165.0,263.0
310.0,1017.0,595.0,167.0,239.0
311.0,1020.0,588.0,173.0,248.0
312.0,1020.0,585.0,177.0,225.0
313.0,1019.0,586.0,183.0,243.0
314.0,1024.0,588.0,183.0,231.0
315.0,1027.0,586.0,181.0,235.0
316.0,1029.0,583.0,176.0,231.0
317.0,1032.0,575.0,166.0,259.0
318.0,1030.0,573.0,168.0,240.0
319.0,1032.0,576.0,164.0,298.0
320.0,1033.0,586.0,141.0,285.0
321.0,1023.0,580.0,152.0,273.0
322.0,1020.0,572.0,152.0,277.0
323.0,1013.0,568.0,164.0,285.0
324.0,1013.0,567.0,157.0,264.0
325.0,1005.0,570.0,151.0,258.0
326.0,1001.0,569.0,167.0,272.0
327.0,999.0,567.0,164.0,262.0
328.0,1009.0,565.0,139.0,269.0
329.0,1007.0,567.0,132.0,259.0
330.0,991.0,567.0,157.0,241.0
331.0,988.0,569.0,154.0,228.0
332.0,991.0,566.0,150.0,223.0
333.0,980.0,557.0,148.0,225.0
334.0,982.0,556.0,149.0,244.0
335.0,983.0,558.0,142.0,240.0
336.0,969.0,557.0,162.0,228.0
337.0,964.0,558.0,161.0,208.0
338.0,960.0,559.0,162.0,206.0
339.0,956.0,564.0,164.0,171.0
340.0,957.0,563.0,155.0,194.0
341.0,954.0,567.0,153.0,184.0
342.0,953.0,569.0,143.0,164.0
343.0,949.0,567.0,141.0,160.0
344.0,938.0,571.0,146.0,165.0
345.0,937.0,572.0,137.0,151.0
346.0,939.0,570.0,120.0,189.0
347.0,971.0,570.0,85.0,117.0
348.0,914.0,572.0,132.0,164.0
349.0,904.0,566.0,132.0,191.0
350.0,940.0,569.0,96.0,157.0
351.0,920.0,569.0,110.0,163.0
352.0,882.0,566.0,131.0,190.0
353.0,894.0,572.0,110.0,176.0
354.0,912.0,571.0,81.0,141.0
355.0,860.0,576.0,120.0,203.0
356.0,854.0,570.0,121.0,210.0
357.0,886.0,571.0,77.0,136.0
358.0,877.0,567.0,81.0,142.0
359.0,852.0,568.0,100.0,146.0
360.0,851.0,568.0,92.0,145.0
361.0,820.0,571.0,114.0,204.0
362.0,831.0,569.0,98.0,171.0
363.0,806.0,568.0,118.0,180.0
364.0,800.0,564.0,115.0,192.0
365.0,795.0,564.0,117.0,201.0
366.0,789.0,559.0,117.0,203.0
367.0,787.0,560.0,115.0,197.0
368.0,787.0,550.0,113.0,193.0
369.0,785.0,548.0,115.0,195.0
370.0,781.0,548.0,114.0,204.0
371.0,781.0,544.0,114.0,234.0
372.0,783.0,543.0,111.0,233.0
373.0,783.0,539.0,111.0,233.0
374.0,783.0,539.0,111.0,202.0
375.0,787.0,536.0,104.0,220.0
376.0,783.0,539.0,109.0,176.0
377.0,785.0,536.0,102.0,197.0
378.0,785.0,535.0,101.0,205.0
379.0,781.0,536.0,106.0,203.0
380.0,786.0,532.0,102.0,207.0
381.0,789.0,538.0,101.0,202.0
382.0,784.0,537.0,111.0,208.0
383.0,789.0,536.0,107.0,215.0
384.0,790.0,535.0,109.0,221.0
385.0,794.0,537.0,108.0,215.0
386.0,793.0,542.0,115.0,214.0
387.0,825.0,548.0,84.0,206.0
388.0,802.0,551.0,115.0,201.0
389.0,806.0,556.0,117.0,197.0
390.0,807.0,557.0,120.0,194.0
391.0,819.0,562.0,111.0,196.0
392.0,822.0,566.0,110.0,194.0
393.0,826.0,566.0,109.0,182.0
394.0,832.0,568.0,108.0,198.0
395.0,839.0,574.0,104.0,209.0
396.0,841.0,585.0,107.0,210.0
397.0,847.0,587.0,105.0,207.0
398.0,852.0,590.0,104.0,200.0
399.0,851.0,592.0,110.0,178.0
400.0,854.0,595.0,107.0,173.0
401.0,857.0,598.0,106.0,165.0
402.0,851.0,601.0,110.0,196.0
403.0,847.0,595.0,118.0,188.0
404.0,847.0,601.0,120.0,177.0
405.0,856.0,607.0,122.0,190.0
406.0,857.0,603.0,122.0,204.0
407.0,863.0,605.0,120.0,223.0
408.0,866.0,604.0,122.0,217.0
409.0,874.0,609.0,115.0,216.0
410.0,879.0,610.0,114.0,245.0
411.0,893.0,614.0,118.0,207.0
412.0,888.0,612.0,133.0,225.0
413.0,899.0,612.0,127.0,227.0
414.0,912.0,612.0,119.0,235.0
415.0,916.0,612.0,122.0,259.0
416.0,925.0,618.0,125.0,255.0
417.0,931.0,615.0,121.0,243.0
418.0,936.0,618.0,124.0,245.0
419.0,944.0,623.0,117.0,259.0
420.0,948.0,627.0,118.0,230.0
421.0,951.0,631.0,124.0,233.0
422.0,953.0,629.0,127.0,200.0
423.0,960.0,630.0,124.0,188.0
424.0,966.0,633.0,121.0,204.0
425.0,967.0,634.0,130.0,178.0
426.0,973.0,634.0,129.0,171.0
427.0,981.0,633.0,125.0,188.0
428.0,984.0,632.0,131.0,195.0
429.0,995.0,634.0,133.0,180.0
430.0,1004.0,625.0,134.0,194.0
431.0,1004.0,623.0,133.0,260.0
432.0,1012.0,623.0,130.0,218.0
433.0,1013.0,626.0,139.0,231.0
434.0,1013.0,622.0,141.0,282.0
435.0,1020.0,619.0,140.0,270.0
436.0,1022.0,615.0,139.0,275.0
437.0,1022.0,612.0,140.0,272.0
438.0,1021.0,613.0,141.0,271.0
439.0,1023.0,615.0,138.0,256.0
440.0,1015.0,613.0,142.0,260.0
441.0,1011.0,609.0,143.0,279.0
442.0,1011.0,604.0,140.0,287.0
443.0,1012.0,606.0,134.0,245.0
444.0,1010.0,604.0,130.0,209.0
445.0,1005.0,605.0,132.0,240.0
446.0,1001.0,601.0,131.0,269.0
447.0,990.0,595.0,134.0,283.0
448.0,981.0,598.0,139.0,303.0
449.0,972.0,594.0,140.0,266.0
450.0,963.0,596.0,140.0,231.0
451.0,958.0,602.0,142.0,218.0
452.0,952.0,604.0,143.0,206.0
453.0,952.0,611.0,138.0,202.0
454.0,952.0,611.0,131.0,308.0
455.0,937.0,610.0,141.0,290.0
456.0,927.0,615.0,147.0,192.0
457.0,920.0,612.0,156.0,225.0
458.0,920.0,612.0,149.0,224.0
459.0,920.0,610.0,146.0,295.0
460.0,922.0,611.0,145.0,267.0
461.0,924.0,608.0,143.0,287.0
462.0,922.0,609.0,141.0,260.0
463.0,917.0,616.0,141.0,262.0
464.0,908.0,619.0,145.0,268.0
465.0,902.0,624.0,147.0,266.0
466.0,900.0,626.0,144.0,261.0
467.0,897.0,626.0,144.0,262.0
468.0,896.0,622.0,145.0,236.0
469.0,897.0,621.0,140.0,234.0
470.0,894.0,621.0,147.0,221.0
471.0,891.0,619.0,150.0,176.0
472.0,890.0,615.0,149.0,227.0
473.0,887.0,611.0,150.0,193.0
474.0,890.0,605.0,142.0,255.0
475.0,892.0,601.0,139.0,241.0
476.0,891.0,601.0,139.0,262.0
477.0,889.0,598.0,142.0,261.0
478.0,888.0,595.0,144.0,249.0
479.0,887.0,594.0,147.0,265.0
480.0,890.0,591.0,149.0,269.0
481.0,890.0,592.0,151.0,265.0
482.0,890.0,594.0,144.0,223.0
483.0,885.0,597.0,149.0,253.0
484.0,883.0,596.0,146.0,236.0
485.0,877.0,598.0,143.0,214.0
486.0,872.0,599.0,146.0,242.0
487.0,864.0,601.0,149.0,237.0
488.0,859.0,602.0,150.0,249.0
489.0,861.0,604.0,146.0,265.0
490.0,859.0,601.0,145.0,271.0
491.0,862.0,599.0,139.0,219.0
492.0,862.0,599.0,146.0,215.0
493.0,865.0,599.0,141.0,234.0
494.0,860.0,598.0,154.0,194.0
495.0,860.0,598.0,153.0,192.0
496.0,863.0,600.0,152.0,180.0
497.0,867.0,601.0,147.0,194.0
498.0,868.0,601.0,147.0,204.0
499.0,870.0,597.0,145.0,198.0
500.0,870.0,594.0,145.0,210.0
501.0,872.0,593.0,145.0,188.0
502.0,876.0,595.0,144.0,257.0
503.0,880.0,598.0,138.0,248.0
504.0,879.0,595.0,141.0,271.0
505.0,882.0,596.0,139.0,254.0
506.0,881.0,595.0,140.0,254.0
507.0,879.0,592.0,150.0,224.0
508.0,892.0,593.0,140.0,167.0
509.0,896.0,586.0,138.0,224.0
510.0,899.0,581.0,142.0,228.0
511.0,903.0,578.0,143.0,226.0
512.0,907.0,577.0,141.0,214.0
513.0,908.0,572.0,145.0,244.0
514.0,910.0,569.0,147.0,242.0
515.0,912.0,568.0,144.0,231.0
516.0,915.0,563.0,148.0,220.0
517.0,917.0,570.0,145.0,243.0
518.0,918.0,567.0,149.0,277.0
519.0,922.0,567.0,153.0,271.0
520.0,925.0,565.0,153.0,265.0
521.0,925.0,563.0,155.0,289.0
522.0,927.0,567.0,155.0,262.0
523.0,931.0,568.0,153.0,280.0
524.0,931.0,565.0,155.0,271.0
525.0,930.0,562.0,155.0,264.0
526.0,931.0,561.0,156.0,256.0
527.0,929.0,556.0,159.0,278.0
528.0,928.0,555.0,164.0,216.0
529.0,922.0,549.0,170.0,224.0
530.0,925.0,549.0,166.0,239.0
531.0,926.0,548.0,154.0,247.0
532.0,927.0,541.0,152.0,263.0
533.0,931.0,539.0,143.0,213.0
534.0,929.0,539.0,144.0,294.0
535.0,926.0,535.0,142.0,282.0
536.0,924.0,540.0,145.0,275.0
537.0,924.0,534.0,144.0,261.0
538.0,923.0,531.0,150.0,254.0
539.0,923.0,531.0,145.0,274.0
540.0,920.0,531.0,147.0,275.0
541.0,921.0,536.0,148.0,299.0
542.0,922.0,533.0,149.0,312.0
543.0,922.0,535.0,149.0,284.0
544.0,920.0,535.0,151.0,285.0
545.0,924.0,533.0,157.0,342.0
546.0,918.0,540.0,164.0,260.0
547.0,917.0,540.0,165.0,269.0
548.0,915.0,542.0,162.0,276.0
549.0,914.0,544.0,165.0,274.0
550.0,913.0,545.0,170.0,288.0
551.0,912.0,546.0,171.0,288.0
552.0,914.0,544.0,180.0,280.0
553.0,915.0,543.0,176.0,251.0
554.0,924.0,546.0,171.0,259.0
555.0,912.0,546.0,175.0,212.0
556.0,914.0,547.0,173.0,217.0
557.0,917.0,544.0,169.0,244.0
558.0,916.0,542.0,162.0,249.0
