frame;x1;y1;w;h
181;0.350398936;0.425531915;0.03856383;0.101654846
182;0.355053191;0.420803783;0.035904255;0.107565012
183;0.357712766;0.418439716;0.036569149;0.112293144
184;0.359707447;0.425531915;0.040558511;0.107565012
185;0.36768617;0.413711584;0.043218085;0.112293144
186;0.368351064;0.404255319;0.047207447;0.122931442
187;0.371675532;0.406619385;0.045212766;0.11465721
188;0.375;0.408983452;0.043882979;0.109929078
222;0.39893617;0.457446809;0.030585106;0.078014184
224;0.386968085;0.46572104;0.035904255;0.063829787
226;0.382978723;0.460992908;0.033244681;0.078014184
227;0.375664894;0.442080378;0.042553191;0.104018913
230;0.361702128;0.469267139;0.045212766;0.113475177
231;0.36037234;0.457446809;0.043218085;0.130023641
232;0.359707447;0.463356974;0.041888298;0.125295508
233;0.357712766;0.470449173;0.035904255;0.125295508
236;0.345079787;0.507092199;0.035904255;0.100472813
240;0.313829787;0.496453901;0.048537234;0.119385343
241;0.303856383;0.503546099;0.046542553;0.13356974
242;0.29787234;0.507092199;0.048537234;0.144208038
243;0.291223404;0.513002364;0.050531915;0.137115839
244;0.282579787;0.514184397;0.050531915;0.134751773
245;0.271941489;0.523640662;0.04787234;0.143026005
246;0.263297872;0.528368794;0.052526596;0.14893617
247;0.254654255;0.529550827;0.054521277;0.156028369
248;0.244680851;0.533096927;0.057845745;0.145390071
249;0.225398936;0.539007092;0.066489362;0.15248227
250;0.214095745;0.543735225;0.075797872;0.146572104
251;0.206781915;0.540189125;0.07712766;0.153664303
252;0.200132979;0.540189125;0.076462766;0.160756501
253;0.186835106;0.546099291;0.079787234;0.158392435
254;0.179521277;0.544917258;0.079787234;0.160756501
255;0.170212766;0.547281324;0.082446809;0.169030733
256;0.166888298;0.54964539;0.07712766;0.163120567
257;0.154920213;0.554373522;0.082446809;0.1643026
258;0.147606383;0.553191489;0.081117021;0.163120567
259;0.145611702;0.556737589;0.07912234;0.157210402
260;0.140292553;0.556737589;0.078457447;0.1643026
261;0.128989362;0.559101655;0.074468085;0.154846336
262;0.121675532;0.557919622;0.073803191;0.160756501
263;0.118351064;0.555555556;0.075797872;0.153664303
264;0.113696809;0.557919622;0.074468085;0.153664303
265;0.103723404;0.555555556;0.075797872;0.153664303
266;0.100398936;0.554373522;0.073138298;0.159574468
267;0.096409574;0.554373522;0.072473404;0.151300236
268;0.095744681;0.552009456;0.065824468;0.150118203
269;0.089760638;0.547281324;0.061170213;0.14893617
270;0.088430851;0.542553191;0.056515957;0.15248227
271;0.087765957;0.537825059;0.053191489;0.15248227
272;0.08643617;0.53427896;0.050531915;0.153664303
273;0.078457447;0.531914894;0.049867021;0.14893617
274;0.078457447;0.529550827;0.04787234;0.14893617
275;0.074468085;0.528368794;0.049867021;0.141843972
276;0.073803191;0.529550827;0.049867021;0.135933806
277;0.065824468;0.527186761;0.052526596;0.134751773
278;0.061170213;0.527186761;0.056515957;0.134751773
279;0.061170213;0.526004728;0.05518617;0.130023641
280;0.056515957;0.524822695;0.057180851;0.127659574
283;0.063829787;0.51891253;0.053856383;0.112293144
284;0.068484043;0.520094563;0.052526596;0.101654846
285;0.073803191;0.516548463;0.051861702;0.095744681
286;0.078457447;0.51891253;0.049202128;0.092198582
287;0.080452128;0.521276596;0.04787234;0.087470449
288;0.085106383;0.51891253;0.04587766;0.079196217
289;0.088430851;0.516548463;0.047207447;0.080378251
291;0.099069149;0.508274232;0.046542553;0.086288416
292;0.100398936;0.504728132;0.047207447;0.08392435
293;0.114361702;0.495271868;0.045212766;0.08392435
294;0.113696809;0.491725768;0.055851064;0.092198582
295;0.125664894;0.485815603;0.051196809;0.088652482
296;0.132978723;0.478723404;0.051861702;0.094562648
297;0.149601064;0.46572104;0.045212766;0.098108747
298;0.154920213;0.458628842;0.041888298;0.09929078
299;0.16356383;0.453900709;0.041223404;0.094562648
300;0.174202128;0.446808511;0.037234043;0.09929078
301;0.188829787;0.437352246;0.03856383;0.104018913
302;0.197473404;0.433806147;0.033909574;0.108747045
303;0.207446809;0.432624113;0.030585106;0.105200946
304;0.214760638;0.43144208;0.029255319;0.096926714
305;0.228723404;0.421985816;0.026595745;0.101654846
306;0.23537234;0.421985816;0.029255319;0.09929078
307;0.240691489;0.41607565;0.03125;0.104018913
308;0.246675532;0.412529551;0.028590426;0.102836879
309;0.255319149;0.404255319;0.030585106;0.09929078
310;0.259973404;0.401891253;0.030585106;0.094562648
311;0.262632979;0.399527187;0.034574468;0.087470449
312;0.26662234;0.393617021;0.035239362;0.095744681
313;0.27393617;0.38534279;0.033909574;0.093380615
314;0.276595745;0.38534279;0.033909574;0.093380615
315;0.279920213;0.388888889;0.035904255;0.088652482
316;0.283244681;0.380614657;0.036569149;0.093380615
317;0.284574468;0.379432624;0.041888298;0.088652482
318;0.287234043;0.374704492;0.039893617;0.093380615
319;0.289893617;0.378250591;0.041223404;0.086288416
320;0.295212766;0.374704492;0.037234043;0.086288416
321;0.299867021;0.360520095;0.03856383;0.094562648
322;0.299867021;0.359338061;0.03856383;0.089834515
323;0.301196809;0.355791962;0.040558511;0.095744681
324;0.305851064;0.364066194;0.034574468;0.081560284
325;0.30518617;0.336879433;0.035239362;0.102836879
326;0.308510638;0.348699764;0.035239362;0.087470449
327;0.308510638;0.35106383;0.03125;0.08392435
328;0.309175532;0.348699764;0.030585106;0.082742317
333;0.307180851;0.345153664;0.022606383;0.076832151
334;0.302526596;0.339243499;0.027260638;0.086288416
335;0.303856383;0.345153664;0.022606383;0.080378251
336;0.301861702;0.342789598;0.024601064;0.079196217
337;0.299202128;0.342789598;0.026595745;0.081560284
338;0.296542553;0.348699764;0.025930851;0.073286052
339;0.296542553;0.349881797;0.024601064;0.070921986
341;0.289893617;0.352245863;0.025930851;0.080378251
342;0.287898936;0.349881797;0.025930851;0.089834515
343;0.285904255;0.345153664;0.025930851;0.095744681
344;0.286569149;0.352245863;0.02393617;0.092198582
345;0.281914894;0.360520095;0.02393617;0.081560284
346;0.279255319;0.361702128;0.025265957;0.080378251
350;0.269281915;0.377068558;0.024601064;0.081560284
351;0.26662234;0.380614657;0.026595745;0.088652482
353;0.256648936;0.380614657;0.029920213;0.108747045
354;0.253989362;0.384160757;0.029920213;0.104018913
355;0.251329787;0.391252955;0.028590426;0.094562648
356;0.250664894;0.392434988;0.027260638;0.105200946
357;0.246675532;0.398345154;0.027925532;0.108747045
358;0.240691489;0.395981087;0.03125;0.121749409
359;0.238696809;0.403073286;0.032579787;0.112293144
360;0.236037234;0.407801418;0.03125;0.109929078
361;0.229388298;0.41607565;0.029920213;0.108747045
362;0.224734043;0.419621749;0.03125;0.117021277
363;0.222074468;0.424349882;0.03125;0.109929078
369;0.192819149;0.444444444;0.031914894;0.109929078
370;0.1875;0.446808511;0.033244681;0.115839243
371;0.182845745;0.449172577;0.034574468;0.105200946
373;0.170212766;0.456264775;0.037898936;0.108747045
374;0.166223404;0.453900709;0.037234043;0.11465721
375;0.160904255;0.457446809;0.03856383;0.119385343
376;0.158244681;0.466903073;0.03856383;0.108747045
377;0.150930851;0.46572104;0.03856383;0.117021277
378;0.142287234;0.473995272;0.04587766;0.115839243
379;0.140292553;0.477541371;0.043218085;0.11465721
380;0.137632979;0.479905437;0.044547872;0.113475177
381;0.125664894;0.479905437;0.049202128;0.126477541
384;0.118351064;0.501182033;0.045212766;0.107565012
392;0.107047872;0.533096927;0.042553191;0.069739953
393;0.104388298;0.526004728;0.046542553;0.092198582
394;0.105053191;0.521276596;0.052526596;0.101654846
395;0.106382979;0.513002364;0.053856383;0.121749409
396;0.116356383;0.508274232;0.048537234;0.119385343
397;0.130319149;0.505910165;0.041223404;0.119385343
399;0.143617021;0.491725768;0.053191489;0.120567376
400;0.154255319;0.490543735;0.049202128;0.117021277
401;0.161569149;0.486997636;0.052526596;0.106382979
402;0.167553191;0.488179669;0.045212766;0.100472813
403;0.17087766;0.485815603;0.04787234;0.095744681
404;0.17287234;0.48108747;0.049202128;0.101654846
405;0.181515957;0.471631206;0.046542553;0.102836879
406;0.186835106;0.468085106;0.043218085;0.105200946
407;0.190824468;0.463356974;0.040558511;0.108747045
408;0.193484043;0.46572104;0.041223404;0.095744681
409;0.198138298;0.464539007;0.041223404;0.101654846
410;0.202792553;0.463356974;0.041223404;0.106382979
411;0.206117021;0.457446809;0.03856383;0.11820331
412;0.21143617;0.459810875;0.035239362;0.117021277
413;0.209441489;0.464539007;0.039893617;0.111111111
414;0.214760638;0.464539007;0.035904255;0.106382979
415;0.216755319;0.471631206;0.035239362;0.120567376
416;0.212765957;0.470449173;0.041223404;0.126477541
417;0.216755319;0.471631206;0.039893617;0.121749409
418;0.21875;0.473995272;0.039228723;0.119385343
419;0.218085106;0.477541371;0.039228723;0.108747045
420;0.223404255;0.489361702;0.03125;0.09929078
422;0.223404255;0.491725768;0.033244681;0.107565012
423;0.223404255;0.486997636;0.033909574;0.102836879
424;0.219414894;0.488179669;0.03856383;0.105200946
425;0.21875;0.497635934;0.03856383;0.09929078
426;0.221409574;0.514184397;0.026595745;0.091016548
427;0.220744681;0.520094563;0.025930851;0.076832151
428;0.223404255;0.528368794;0.024601064;0.06855792
433;0.212101064;0.556737589;0.039893617;0.101654846
435;0.207446809;0.559101655;0.029255319;0.095744681
438;0.189494681;0.56855792;0.031914894;0.100472813
510;0.251329787;0.641843972;0.061835106;0.153664303
512;0.256648936;0.639479905;0.057845745;0.150118203
513;0.256648936;0.637115839;0.058510638;0.151300236
514;0.257978723;0.637115839;0.057180851;0.14893617
515;0.259308511;0.637115839;0.05518617;0.141843972
516;0.257978723;0.631205674;0.057180851;0.146572104
517;0.257978723;0.637115839;0.055851064;0.122931442
518;0.259308511;0.638297872;0.054521277;0.11465721
519;0.259308511;0.640661939;0.053856383;0.119385343
521;0.253989362;0.643026005;0.060505319;0.112293144
525;0.259308511;0.647754137;0.065824468;0.078014184
526;0.259973404;0.64893617;0.067154255;0.078014184
527;0.25;0.650118203;0.076462766;0.087470449
528;0.246675532;0.640661939;0.081781915;0.102836879
529;0.252659574;0.638297872;0.081781915;0.101654846
532;0.28125;0.630023641;0.068484043;0.086288416
533;0.309840426;0.613475177;0.053856383;0.074468085
534;0.323138298;0.605200946;0.049202128;0.073286052
535;0.330452128;0.596926714;0.051196809;0.080378251
536;0.342420213;0.588652482;0.04787234;0.08392435
537;0.363031915;0.574468085;0.045212766;0.075650118
538;0.372340426;0.566193853;0.04587766;0.085106383
539;0.377659574;0.56501182;0.053191489;0.091016548
540;0.384308511;0.559101655;0.053856383;0.092198582
541;0.40625;0.546099291;0.044547872;0.088652482
542;0.414893617;0.541371158;0.046542553;0.08392435
543;0.421542553;0.539007092;0.043218085;0.074468085
544;0.43018617;0.529550827;0.045212766;0.079196217
545;0.443484043;0.513002364;0.041223404;0.074468085
546;0.447473404;0.509456265;0.039893617;0.072104019
547;0.449468085;0.5;0.043882979;0.073286052
548;0.452792553;0.495271868;0.042553191;0.072104019
549;0.462101064;0.48463357;0.042553191;0.074468085
550;0.466755319;0.478723404;0.042553191;0.078014184
551;0.472739362;0.472813239;0.034574468;0.079196217
552;0.476728723;0.468085106;0.031914894;0.079196217
553;0.480053191;0.455082742;0.033909574;0.089834515
554;0.477393617;0.429078014;0.039893617;0.101654846
555;0.484042553;0.447990544;0.027925532;0.073286052
556;0.484042553;0.430260047;0.029255319;0.085106383
557;0.488696809;0.436170213;0.026595745;0.06855792
558;0.488696809;0.426713948;0.029255319;0.072104019
559;0.486037234;0.429078014;0.034574468;0.073286052
560;0.482712766;0.414893617;0.051861702;0.085106383
564;0.484042553;0.411347518;0.028590426;0.053191489
565;0.484042553;0.403073286;0.025930851;0.063829787
566;0.484042553;0.395981087;0.026595745;0.06501182
567;0.482712766;0.392434988;0.027925532;0.06855792
568;0.478058511;0.391252955;0.029920213;0.06855792
569;0.480053191;0.397163121;0.02393617;0.061465721
570;0.481382979;0.392434988;0.021941489;0.056737589
571;0.476728723;0.387706856;0.024601064;0.06501182
572;0.474069149;0.38534279;0.025265957;0.070921986
573;0.472074468;0.384160757;0.025930851;0.063829787
574;0.470079787;0.384160757;0.027925532;0.060283688
575;0.468085106;0.375886525;0.028590426;0.066193853
576;0.468085106;0.373522459;0.027925532;0.066193853
577;0.456781915;0.360520095;0.035904255;0.08392435
578;0.462101064;0.372340426;0.026595745;0.06501182
579;0.46143617;0.371158392;0.025265957;0.069739953
580;0.460771277;0.372340426;0.02393617;0.066193853
581;0.454787234;0.364066194;0.026595745;0.078014184
582;0.455452128;0.369976359;0.024601064;0.06855792
583;0.451462766;0.364066194;0.032579787;0.08392435
584;0.449468085;0.364066194;0.03125;0.092198582
585;0.446808511;0.36643026;0.027260638;0.091016548
586;0.444148936;0.368794326;0.028590426;0.082742317
587;0.441489362;0.373522459;0.027260638;0.086288416
588;0.442154255;0.378250591;0.022606383;0.096926714
589;0.433510638;0.378250591;0.035239362;0.104018913
590;0.432845745;0.388888889;0.029920213;0.087470449
595;0.41356383;0.401891253;0.03125;0.101654846
597;0.404255319;0.418439716;0.029255319;0.094562648
605;0.375664894;0.456264775;0.029920213;0.078014184
606;0.369680851;0.460992908;0.033909574;0.080378251
607;0.368351064;0.463356974;0.03125;0.080378251
610;0.357712766;0.468085106;0.035904255;0.079196217
613;0.347074468;0.473995272;0.034574468;0.080378251
614;0.332446809;0.471631206;0.046542553;0.088652482
615;0.323803191;0.468085106;0.055851064;0.093380615
616;0.315824468;0.46572104;0.063829787;0.096926714
620;0.34375;0.466903073;0.032579787;0.076832151
621;0.341755319;0.460992908;0.032579787;0.075650118
622;0.340425532;0.459810875;0.03125;0.067375887
623;0.337765957;0.442080378;0.035239362;0.088652482
624;0.338430851;0.453900709;0.031914894;0.075650118
627;0.335771277;0.449172577;0.03125;0.094562648
633;0.329787234;0.497635934;0.017952128;0.048463357
634;0.326462766;0.479905437;0.024601064;0.073286052
636;0.329787234;0.477541371;0.021941489;0.063829787
637;0.325797872;0.503546099;0.019946809;0.044917258
645;0.339095745;0.452718676;0.019946809;0.035460993
646;0.331117021;0.460992908;0.025930851;0.029550827
647;0.326462766;0.462174941;0.029255319;0.059101655
648;0.326462766;0.459810875;0.026595745;0.06501182
661;0.334441489;0.43144208;0.02393617;0.060283688
662;0.335106383;0.43144208;0.023271277;0.063829787
663;0.335771277;0.438534279;0.02393617;0.059101655
664;0.335106383;0.427895981;0.025930851;0.06855792
666;0.337765957;0.401891253;0.029920213;0.093380615
667;0.338430851;0.404255319;0.027925532;0.089834515
668;0.342420213;0.404255319;0.025265957;0.089834515
669;0.340425532;0.378250591;0.039228723;0.11465721
670;0.345744681;0.36643026;0.033909574;0.126477541
671;0.349734043;0.38534279;0.023271277;0.107565012
673;0.351728723;0.374704492;0.031914894;0.104018913
676;0.359042553;0.377068558;0.028590426;0.086288416
677;0.363696809;0.373522459;0.024601064;0.081560284
678;0.364361702;0.367612293;0.027260638;0.08392435
680;0.367021277;0.362884161;0.027260638;0.076832151
681;0.368351064;0.362884161;0.027260638;0.069739953
682;0.371010638;0.358156028;0.025930851;0.075650118
683;0.373005319;0.358156028;0.025930851;0.073286052
684;0.375;0.356973995;0.024601064;0.069739953
685;0.375664894;0.353427896;0.025265957;0.06501182
686;0.376329787;0.352245863;0.025265957;0.06501182
687;0.378989362;0.348699764;0.02393617;0.06501182
688;0.381648936;0.345153664;0.021941489;0.076832151
689;0.383643617;0.339243499;0.022606383;0.080378251
692;0.387632979;0.334515366;0.020611702;0.086288416
693;0.387632979;0.334515366;0.022606383;0.081560284
694;0.388297872;0.3321513;0.021276596;0.08392435
695;0.38962766;0.3321513;0.019946809;0.085106383
696;0.390292553;0.3321513;0.019281915;0.082742317
697;0.39162234;0.329787234;0.018617021;0.087470449
698;0.39162234;0.328605201;0.019281915;0.087470449
699;0.390957447;0.326241135;0.020611702;0.085106383
700;0.392952128;0.327423168;0.018617021;0.08392435
701;0.393617021;0.326241135;0.017952128;0.086288416
702;0.392952128;0.323877069;0.018617021;0.087470449
703;0.393617021;0.323877069;0.018617021;0.086288416
704;0.393617021;0.322695035;0.018617021;0.08392435
705;0.392952128;0.322695035;0.019281915;0.087470449
706;0.392952128;0.321513002;0.019281915;0.086288416
707;0.392287234;0.323877069;0.019281915;0.082742317
708;0.392287234;0.320330969;0.019281915;0.081560284
709;0.390957447;0.320330969;0.019946809;0.080378251
710;0.390292553;0.320330969;0.019946809;0.080378251
711;0.38962766;0.322695035;0.020611702;0.078014184
712;0.387632979;0.322695035;0.021941489;0.074468085
713;0.386303191;0.325059102;0.021941489;0.069739953
714;0.385638298;0.321513002;0.023271277;0.075650118
715;0.385638298;0.320330969;0.023271277;0.078014184
716;0.385638298;0.325059102;0.022606383;0.072104019
717;0.384308511;0.326241135;0.022606383;0.076832151
718;0.380984043;0.327423168;0.024601064;0.079196217
719;0.381648936;0.3321513;0.020611702;0.069739953
720;0.380319149;0.334515366;0.021276596;0.067375887
722;0.375664894;0.339243499;0.02393617;0.062647754
723;0.373670213;0.34751773;0.027925532;0.060283688
724;0.373005319;0.349881797;0.025265957;0.054373522
725;0.369015957;0.356973995;0.028590426;0.048463357
726;0.36037234;0.355791962;0.035239362;0.052009456
727;0.359042553;0.359338061;0.035904255;0.04964539
728;0.357712766;0.362884161;0.03856383;0.047281324
733;0.365026596;0.354609929;0.029255319;0.047281324
734;0.36768617;0.354609929;0.029255319;0.048463357
735;0.368351064;0.345153664;0.033244681;0.057919622
736;0.371010638;0.354609929;0.025265957;0.047281324
737;0.375664894;0.342789598;0.029255319;0.057919622
738;0.376329787;0.336879433;0.029255319;0.061465721
739;0.382978723;0.3356974;0.022606383;0.057919622
740;0.384308511;0.340425532;0.02393617;0.050827423
741;0.388297872;0.322695035;0.027260638;0.067375887
742;0.392287234;0.321513002;0.027260638;0.063829787
743;0.394946809;0.320330969;0.026595745;0.063829787
744;0.39893617;0.314420804;0.027260638;0.06501182
745;0.403590426;0.315602837;0.02393617;0.04964539
746;0.405585106;0.313238771;0.024601064;0.047281324
747;0.408244681;0.312056738;0.02393617;0.047281324
748;0.410239362;0.309692671;0.039893617;0.052009456
749;0.412234043;0.300236407;0.059175532;0.061465721
750;0.411569149;0.295508274;0.056515957;0.066193853
751;0.41356383;0.295508274;0.043218085;0.069739953
752;0.412234043;0.291962175;0.043882979;0.072104019
753;0.407579787;0.284869976;0.043882979;0.080378251
754;0.405585106;0.306146572;0.040558511;0.056737589
755;0.400265957;0.304964539;0.044547872;0.061465721
756;0.39893617;0.310874704;0.041888298;0.056737589
757;0.393617021;0.313238771;0.039228723;0.061465721
759;0.382978723;0.319148936;0.035904255;0.060283688
760;0.378989362;0.321513002;0.037898936;0.060283688
762;0.363696809;0.333333333;0.035904255;0.06501182
764;0.352393617;0.343971631;0.032579787;0.061465721
767;0.321808511;0.360520095;0.025930851;0.066193853
768;0.315159574;0.368794326;0.025930851;0.06855792
769;0.29587766;0.377068558;0.022606383;0.074468085
771;0.272606383;0.38534279;0.03125;0.087470449
772;0.261968085;0.38534279;0.030585106;0.086288416
773;0.237367021;0.388888889;0.036569149;0.092198582
774;0.223404255;0.392434988;0.039228723;0.094562648
775;0.213430851;0.392434988;0.033909574;0.095744681
776;0.200797872;0.394799054;0.035239362;0.094562648
777;0.176196809;0.405437352;0.039228723;0.092198582
778;0.166888298;0.404255319;0.034574468;0.094562648
779;0.155585106;0.404255319;0.033909574;0.102836879
780;0.146276596;0.407801418;0.033909574;0.101654846
781;0.123005319;0.408983452;0.036569149;0.105200946
782;0.111037234;0.410165485;0.039893617;0.105200946
783;0.099069149;0.410165485;0.041223404;0.108747045
784;0.089760638;0.413711584;0.040558511;0.098108747
785;0.074468085;0.414893617;0.03856383;0.096926714
786;0.065824468;0.414893617;0.037898936;0.098108747
787;0.056515957;0.414893617;0.040558511;0.095744681
788;0.049867021;0.414893617;0.039228723;0.095744681
789;0.034574468;0.413711584;0.041223404;0.094562648
790;0.029920213;0.412529551;0.037234043;0.094562648
791;0.022606383;0.411347518;0.039228723;0.095744681
792;0.017952128;0.410165485;0.037234043;0.095744681
793;0.006648936;0.406619385;0.036569149;0.098108747
794;0.002659574;0.403073286;0.035904255;0.09929078
795;0.001329787;0.404255319;0.031914894;0.096926714
796;0;0.406619385;0.029920213;0.089834515
